,DOM,time
182046,6,18277839
182047,11,18277830
182048,12,18277839
182049,13,18277831
182050,14,18277834
182051,16,18277837
182052,18,18277833
182053,1,34998813
182054,2,34998816
182055,6,34998817
182056,11,34998808
182057,12,34998818
182058,13,34998809
182059,14,34998812
182060,16,34998816
182061,18,34998812
182062,1,51719569
182063,2,51719572
182064,6,51719573
182065,11,51719564
182066,12,51719574
182067,13,51719565
182068,14,51719568
182069,16,51719572
182070,18,51719568
182071,1,68439946
182072,2,68439950
182073,6,68439950
182074,11,68439941
182075,12,68439951
182076,13,68439943
182077,14,68439946
182078,16,68439949
182079,18,68439945
182080,1,85160500
182081,2,85160503
182082,6,85160504
182083,11,85160495
182084,12,85160505
182085,13,85160496
182086,14,85160499
182087,16,85160503
182088,18,85160499
182089,1,1881073
182090,2,1881076
182091,6,1881077
182092,11,1881068
182093,12,1881078
182094,13,1881069
182095,14,1881072
182096,16,1881076
182097,18,1881072
182098,1,18601797
182099,2,18601800
182100,6,18601801
182101,11,18601792
182102,12,18601801
182103,13,18601793
182104,14,18601796
182105,16,18601799
182106,18,18601795
182107,1,35322001
182108,2,35322004
182109,6,35322005
182110,11,35321996
182111,12,35322006
182112,13,35321997
182113,14,35322000
182114,16,35322004
182115,18,35322000
182116,1,52043196
182117,2,52043199
182118,6,52043200
182119,11,52043191
182120,12,52043200
182121,13,52043192
182122,14,52043195
182123,16,52043199
182124,18,52043194
182125,1,68763979
182126,2,68763982
182127,6,68763983
182128,11,68763974
182129,12,68763984
182130,13,68763975
182131,14,68763978
182132,16,68763982
182133,18,68763978
182134,1,85485042
182135,2,85485045
182136,6,85485046
182137,11,85485037
182138,12,85485047
182139,13,85485038
182140,14,85485041
182141,16,85485045
182142,18,85485041
182143,1,2205581
182144,2,2205584
182145,6,2205585
182146,11,2205576
182147,12,2205586
182148,13,2205577
182149,14,2205580
182150,16,2205584
182151,18,2205580
182152,1,18926468
182153,2,18926471
182154,6,18926472
182155,11,18926463
182156,12,18926473
182157,13,18926464
182158,14,18926467
182159,16,18926471
182160,18,18926467
182161,1,35647225
182162,2,35647229
182163,6,35647229
182164,11,35647220
182165,12,35647230
182166,13,35647222
182167,14,35647225
182168,16,35647228
182169,18,35647224
182170,1,52367614
182171,2,52367618
182172,6,52367618
182173,11,52367609
182174,12,52367619
182175,13,52367610
182176,14,52367613
182177,16,52367617
182178,18,52367613
182179,1,69088475
182180,2,69088479
182181,6,69088479
182182,11,69088470
182183,12,69088480
182184,13,69088472
182185,14,69088475
182186,16,69088478
182187,18,69088474
182188,1,85808718
182189,2,85808722
182190,6,85808722
182191,11,85808714
182192,12,85808723
182193,13,85808715
182194,14,85808718
182195,16,85808721
182196,18,85808717
182197,1,2529655
182198,2,2529659
182199,6,2529659
182200,11,2529650
182201,12,2529660
182202,13,2529652
182203,14,2529654
182204,16,2529658
182205,18,2529654
182206,1,19251093
182207,2,19251096
182208,6,19251097
182209,11,19251088
182210,12,19251098
182211,13,19251089
182212,14,19251092
182213,16,19251096
182214,18,19251092
182215,1,35972143
182216,2,35972147
182217,6,35972147
182218,11,35972138
182219,12,35972148
182220,13,35972140
182221,14,35972142
182222,16,35972146
182223,18,35972142
182224,1,52693276
182225,2,52693279
182226,6,52693280
182227,11,52693271
182228,12,52693281
182229,13,52693272
182230,14,52693275
182231,16,52693279
182232,18,52693275
182233,1,69413880
182234,2,69413883
182235,6,69413884
182236,11,69413875
182237,12,69413885
182238,13,69413876
182239,14,69413879
182240,16,69413883
182241,18,69413879
182242,1,86134646
182243,2,86134649
182244,6,86134650
182245,11,86134641
182246,12,86134651
182247,13,86134642
182248,14,86134645
182249,16,86134649
182250,18,86134645
182251,1,2855285
182252,2,2855289
182253,6,2855290
182254,11,2855280
182255,12,2855290
182256,13,2855282
182257,14,2855285
182258,16,2855288
182259,18,2855284
182260,1,19575881
182261,2,19575884
182262,6,19575885
182263,11,19575876
182264,12,19575886
182265,13,19575877
182266,14,19575880
182267,16,19575884
182268,18,19575880
182269,1,36297351
182270,2,36297354
182271,6,36297355
182272,11,36297346
182273,12,36297356
182274,13,36297347
182275,14,36297350
182276,16,36297354
182277,18,36297350
182278,1,53017912
182279,2,53017916
182280,6,53017917
182281,11,53017908
182282,12,53017917
182283,13,53017909
182284,14,53017912
182285,16,53017915
182286,18,53017911
182287,1,69738593
182288,2,69738596
182289,6,69738597
182290,11,69738588
182291,12,69738597
182292,13,69738589
182293,14,69738592
182294,16,69738595
182295,18,69738591
182296,1,86458988
182297,2,86458992
182298,6,86458992
182299,11,86458983
182300,12,86458993
182301,13,86458985
182302,14,86458988
182303,16,86458991
182304,18,86458987
182305,1,3180102
182306,2,3180105
182307,6,3180106
182308,11,3180096
182309,12,3180106
182310,13,3180098
182311,14,3180101
182312,16,3180104
182313,18,3180100
182314,1,19901029
182315,2,19901032
182316,6,19901033
182317,11,19901024
182318,12,19901034
182319,13,19901025
182320,14,19901028
182321,16,19901032
182322,18,19901028
182323,1,36621646
182324,2,36621649
182325,6,36621650
182326,11,36621641
182327,12,36621651
182328,13,36621642
182329,14,36621645
182330,16,36621649
182331,18,36621645
182332,1,53342886
182333,2,53342889
182334,6,53342890
182335,11,53342881
182336,12,53342890
182337,13,53342882
182338,14,53342885
182339,16,53342888
182340,18,53342884
182341,1,70063514
182342,2,70063518
182343,6,70063518
182344,11,70063509
182345,12,70063519
182346,13,70063511
182347,14,70063514
182348,16,70063517
182349,18,70063513
182350,1,86784658
182351,2,86784661
182352,6,86784662
182353,11,86784653
182354,12,86784663
182355,13,86784654
182356,14,86784657
182357,16,86784661
182358,18,86784657
182359,1,3505291
182360,2,3505294
182361,6,3505295
182362,11,3505286
182363,12,3505295
182364,13,3505287
182365,14,3505290
182366,16,3505293
182367,18,3505289
182368,1,20225724
182369,2,20225727
182370,6,20225728
182371,11,20225719
182372,12,20225729
182373,13,20225720
182374,14,20225723
182375,16,20225727
182376,18,20225723
182377,1,36946362
182378,2,36946366
182379,6,36946367
182380,11,36946358
182381,12,36946367
182382,13,36946359
182383,14,36946362
182384,16,36946365
182385,18,36946361
182386,1,53667261
182387,2,53667264
182388,6,53667265
182389,11,53667256
182390,12,53667266
182391,13,53667257
182392,14,53667260
182393,16,53667264
182394,18,53667260
182395,1,70388096
182396,2,70388099
182397,6,70388100
182398,11,70388091
182399,12,70388101
182400,13,70388092
182401,14,70388095
182402,16,70388099
182403,18,70388095
182404,1,87108950
182405,2,87108953
182406,6,87108954
182407,11,87108945
182408,12,87108954
182409,13,87108946
182410,14,87108949
182411,16,87108952
182412,18,87108948
182413,1,3829615
182414,2,3829618
182415,6,3829619
182416,11,3829610
182417,12,3829619
182418,13,3829611
182419,14,3829614
182420,16,3829618
182421,18,3829613
182422,1,20550151
182423,2,20550155
182424,6,20550155
182425,11,20550146
182426,12,20550156
182427,13,20550147
182428,14,20550150
182429,16,20550154
182430,18,20550150
182431,1,37270883
182432,2,37270886
182433,6,37270887
182434,11,37270878
182435,12,37270888
182436,13,37270879
182437,14,37270882
182438,16,37270886
182439,18,37270882
182440,1,53991374
182441,2,53991377
182442,6,53991378
182443,11,53991369
182444,12,53991378
182445,13,53991370
182446,14,53991373
182447,16,53991376
182448,18,53991372
182449,1,70712469
182450,2,70712472
182451,6,70712473
182452,11,70712464
182453,12,70712473
182454,13,70712465
182455,14,70712468
182456,16,70712471
182457,18,70712467
182458,1,87433199
182459,2,87433202
182460,6,87433203
182461,11,87433194
182462,12,87433204
182463,13,87433195
182464,14,87433198
182465,16,87433202
182466,18,87433198
182467,1,4153607
182468,2,4153611
182469,6,4153611
182470,11,4153602
182471,12,4153612
182472,13,4153603
182473,14,4153606
182474,16,4153610
182475,18,4153606
182476,1,20874058
182477,2,20874061
182478,6,20874062
182479,11,20874053
182480,12,20874063
182481,13,20874054
182482,14,20874057
182483,16,20874061
182484,18,20874057
182485,1,37594472
182486,2,37594476
182487,6,37594476
182488,11,37594467
182489,12,37594477
182490,13,37594469
182491,14,37594471
182492,16,37594475
182493,18,37594471
182494,1,54314853
182495,2,54314856
182496,6,54314857
182497,11,54314848
182498,12,54314858
182499,13,54314849
182500,14,54314852
182501,16,54314856
182502,18,54314852
182503,1,71034996
182504,2,71034999
182505,6,71035000
182506,11,71034991
182507,12,71035000
182508,13,71034992
182509,14,71034995
182510,16,71034998
182511,18,71034994
182512,1,87755264
182513,2,87755267
182514,6,87755268
182515,11,87755259
182516,12,87755269
182517,13,87755260
182518,14,87755263
182519,16,87755267
182520,18,87755263
182521,1,4475699
182522,2,4475702
182523,6,4475703
182524,11,4475694
182525,12,4475703
182526,13,4475695
182527,14,4475698
182528,16,4475701
182529,18,4475697
182530,1,21196244
182531,2,21196248
182532,6,21196248
182533,11,21196239
182534,12,21196249
182535,13,21196241
182536,14,21196243
182537,16,21196247
182538,18,21196243
182539,1,37916647
182540,2,37916650
182541,6,37916651
182542,11,37916642
182543,12,37916651
182544,13,37916643
182545,14,37916646
182546,16,37916649
182547,18,37916645
182548,1,54637489
182549,2,54637492
182550,6,54637493
182551,11,54637484
182552,12,54637494
182553,13,54637485
182554,14,54637488
182555,16,54637492
182556,18,54637488
182557,1,71358083
182558,2,71358086
182559,6,71358087
182560,11,71358078
182561,12,71358087
182562,13,71358079
182563,14,71358082
182564,16,71358086
182565,18,71358081
182566,1,88078485
182567,2,88078489
182568,6,88078489
182569,11,88078480
182570,12,88078490
182571,13,88078482
182572,14,88078484
182573,16,88078488
182574,18,88078484
182575,1,4799019
182576,2,4799022
182577,6,4799023
182578,11,4799014
182579,12,4799024
182580,13,4799015
182581,14,4799018
182582,16,4799022
182583,18,4799018
182584,1,21519568
182585,2,21519571
182586,6,21519571
182587,11,21519562
182588,12,21519572
182589,13,21519564
182590,14,21519567
182591,16,21519570
182592,18,21519566
182593,1,38240349
182594,2,38240352
182595,6,38240353
182596,11,38240344
182597,12,38240353
182598,13,38240345
182599,14,38240348
182600,16,38240351
182601,18,38240347
182602,1,54960695
182603,2,54960698
182604,6,54960699
182605,11,54960690
182606,12,54960700
182607,13,54960691
182608,14,54960694
182609,16,54960698
182610,18,54960694
182611,1,71680855
182612,2,71680859
182613,6,71680860
182614,11,71680851
182615,12,71680860
182616,13,71680852
182617,14,71680855
182618,16,71680858
182619,18,71680854
182620,1,88401844
182621,2,88401847
182622,6,88401848
182623,11,88401839
182624,12,88401848
182625,13,88401840
182626,14,88401843
182627,16,88401846
182628,18,88401842
182629,1,5121776
182630,2,5121779
182631,6,5121780
182632,11,5121771
182633,12,5121781
182634,13,5121772
182635,14,5121775
182636,16,5121779
182637,18,5121775
182638,1,21842528
182639,2,21842532
182640,6,21842532
182641,11,21842523
182642,12,21842533
182643,13,21842524
182644,14,21842527
182645,16,21842531
182646,18,21842527
182647,1,38563237
182648,2,38563240
182649,6,38563241
182650,11,38563232
182651,12,38563242
182652,13,38563233
182653,14,38563236
182654,16,38563240
182655,18,38563236
182656,1,55283848
182657,2,55283852
182658,6,55283852
182659,11,55283843
182660,12,55283853
182661,13,55283845
182662,14,55283848
182663,16,55283851
182664,18,55283847
182665,1,72003526
182666,2,72003529
182667,6,72003530
182668,11,72003521
182669,12,72003530
182670,13,72003522
182671,14,72003525
182672,16,72003529
182673,18,72003524
182674,1,88723717
182675,2,88723720
182676,6,88723721
182677,11,88723712
182678,12,88723722
182679,13,88723713
182680,14,88723716
182681,16,88723720
182682,18,88723716
182683,1,5444651
182684,2,5444655
182685,6,5444655
182686,11,5444646
182687,12,5444656
182688,13,5444648
182689,14,5444651
182690,16,5444654
182691,18,5444650
182692,1,22165613
182693,2,22165617
182694,6,22165617
182695,11,22165608
182696,12,22165618
182697,13,22165609
182698,14,22165612
182699,16,22165616
182700,18,22165612
182701,1,38886829
182702,2,38886833
182703,6,38886834
182704,11,38886825
182705,12,38886834
182706,13,38886826
182707,14,38886829
182708,16,38886832
182709,18,38886828
182710,1,55608044
182711,2,55608047
182712,6,55608048
182713,11,55608039
182714,12,55608049
182715,13,55608040
182716,14,55608043
182717,16,55608047
182718,18,55608043
182719,1,72328797
182720,2,72328800
182721,6,72328801
182722,11,72328792
182723,12,72328801
182724,13,72328793
182725,14,72328796
182726,16,72328800
182727,18,72328795
182728,1,89049131
182729,2,89049134
182730,6,89049135
182731,11,89049126
182732,12,89049135
182733,13,89049127
182734,14,89049130
182735,16,89049134
182736,18,89049129
182737,1,5769312
182738,2,5769315
182739,6,5769316
182740,11,5769307
182741,12,5769317
182742,13,5769308
182743,14,5769311
182744,16,5769315
182745,18,5769311
182746,1,22489744
182747,2,22489747
182748,6,22489748
182749,11,22489739
182750,12,22489749
182751,13,22489740
182752,14,22489743
182753,16,22489747
182754,18,22489743
182755,1,39210119
182756,2,39210122
182757,6,39210123
182758,11,39210114
182759,12,39210124
182760,13,39210115
182761,14,39210118
182762,16,39210122
182763,18,39210118
182764,1,55930490
182765,2,55930494
182766,6,55930495
182767,11,55930486
182768,12,55930495
182769,13,55930487
182770,14,55930490
182771,16,55930493
182772,18,55930489
182773,1,72650871
182774,2,72650875
182775,6,72650875
182776,11,72650866
182777,12,72650876
182778,13,72650867
182779,14,72650870
182780,16,72650874
182781,18,72650870
182782,1,89371305
182783,2,89371308
182784,6,89371309
182785,11,89371300
182786,12,89371310
182787,13,89371301
182788,14,89371304
182789,16,89371308
182790,18,89371304
182791,1,6091893
182792,2,6091896
182793,6,6091897
182794,11,6091888
182795,12,6091898
182796,13,6091889
182797,14,6091892
182798,16,6091896
182799,18,6091892
182800,1,22812073
182801,2,22812077
182802,6,22812077
182803,11,22812068
182804,12,22812078
182805,13,22812070
182806,14,22812073
182807,16,22812076
182808,18,22812072
182809,1,39532365
182810,2,39532369
182811,6,39532369
182812,11,39532361
182813,12,39532370
182814,13,39532362
182815,14,39532365
182816,16,39532368
182817,18,39532364
182818,1,56252822
182819,2,56252825
182820,6,56252826
182821,11,56252817
182822,12,56252827
182823,13,56252818
182824,14,56252821
182825,16,56252825
182826,18,56252821
182827,1,72973381
182828,2,72973384
182829,6,72973385
182830,11,72973376
182831,12,72973386
182832,13,72973377
182833,14,72973380
182834,16,72973384
182835,18,72973380
182836,1,89693605
182837,2,89693608
182838,6,89693609
182839,11,89693600
182840,12,89693609
182841,13,89693601
182842,14,89693604
182843,16,89693608
182844,18,89693604
182845,1,6414199
182846,2,6414202
182847,6,6414203
182848,11,6414194
182849,12,6414203
182850,13,6414195
182851,14,6414198
182852,16,6414201
182853,18,6414197
182854,1,23134733
182855,2,23134736
182856,6,23134737
182857,11,23134728
182858,12,23134738
182859,13,23134729
182860,14,23134732
182861,16,23134736
182862,18,23134732
182863,1,39855090
182864,2,39855094
182865,6,39855094
182866,11,39855085
182867,12,39855095
182868,13,39855086
182869,14,39855089
182870,16,39855093
182871,18,39855089
182872,1,56575396
182873,2,56575399
182874,6,56575400
182875,11,56575391
182876,12,56575401
182877,13,56575392
182878,14,56575395
182879,16,56575399
182880,18,56575395
182881,1,73296072
182882,2,73296075
182883,6,73296076
182884,11,73296067
182885,12,73296077
182886,13,73296068
182887,14,73296071
182888,16,73296075
182889,18,73296071
182890,1,90016276
182891,2,90016279
182892,6,90016280
182893,11,90016271
182894,12,90016281
182895,13,90016272
182896,14,90016275
182897,16,90016279
182898,18,90016275
182899,1,6736447
182900,2,6736450
182901,6,6736451
182902,11,6736442
182903,12,6736452
182904,13,6736443
182905,14,6736446
182906,16,6736450
182907,18,6736446
182908,1,23456909
182909,2,23456913
182910,6,23456913
182911,11,23456904
182912,12,23456914
182913,13,23456906
182914,14,23456908
182915,16,23456912
182916,18,23456908
182917,1,40177363
182918,2,40177366
182919,6,40177367
182920,11,40177358
182921,12,40177367
182922,13,40177359
182923,14,40177362
182924,16,40177365
182925,18,40177361
182926,1,56897612
182927,2,56897616
182928,6,56897616
182929,11,56897607
182930,12,56897617
182931,13,56897608
182932,14,56897611
182933,16,56897615
182934,18,56897611
182935,1,73618094
182936,2,73618097
182937,6,73618098
182938,11,73618089
182939,12,73618099
182940,13,73618090
182941,14,73618093
182942,16,73618097
182943,18,73618093
182944,1,90338568
182945,2,90338571
182946,6,90338572
182947,11,90338563
182948,12,90338573
182949,13,90338564
182950,14,90338567
182951,16,90338571
182952,18,90338567
182953,1,7059199
182954,2,7059202
182955,6,7059203
182956,11,7059194
182957,12,7059204
182958,13,7059195
182959,14,7059198
182960,16,7059202
182961,18,7059198
182962,1,23779859
182963,2,23779863
182964,6,23779863
182965,11,23779854
182966,12,23779864
182967,13,23779856
182968,14,23779858
182969,16,23779862
182970,18,23779858
182971,1,40500210
182972,2,40500213
182973,6,40500214
182974,11,40500205
182975,12,40500214
182976,13,40500206
182977,14,40500209
182978,16,40500212
182979,18,40500208
182980,1,57220689
182981,2,57220692
182982,6,57220693
182983,11,57220684
182984,12,57220694
182985,13,57220685
182986,14,57220688
182987,16,57220692
182988,18,57220688
182989,1,73941481
182990,2,73941485
182991,6,73941485
182992,11,73941476
182993,12,73941486
182994,13,73941478
182995,14,73941481
182996,16,73941484
182997,18,73941480
182998,1,90662181
182999,2,90662184
183000,6,90662185
183001,11,90662175
183002,12,90662185
183003,13,90662177
183004,14,90662180
183005,16,90662183
183006,18,90662179
183007,1,7382364
183008,2,7382368
183009,6,7382368
183010,11,7382359
183011,12,7382369
183012,13,7382361
183013,14,7382364
183014,16,7382367
183015,18,7382363
183016,1,24103210
183017,2,24103213
183018,6,24103214
183019,11,24103205
183020,12,24103215
183021,13,24103206
183022,14,24103209
183023,16,24103213
183024,18,24103209
183025,1,40823470
183026,2,40823473
183027,6,40823474
183028,11,40823465
183029,12,40823475
183030,13,40823466
183031,14,40823469
183032,16,40823473
183033,18,40823469
183034,1,57544532
183035,2,57544535
183036,6,57544536
183037,11,57544527
183038,12,57544537
183039,13,57544528
183040,14,57544531
183041,16,57544535
183042,18,57544531
183043,1,74265776
183044,2,74265779
183045,6,74265780
183046,11,74265771
183047,12,74265781
183048,13,74265772
183049,14,74265775
183050,16,74265779
183051,18,74265775
183052,1,90986597
183053,2,90986601
183054,6,90986601
183055,11,90986592
183056,12,90986602
183057,13,90986594
183058,14,90986596
183059,16,90986600
183060,18,90986596
183061,1,7707182
183062,2,7707186
183063,6,7707186
183064,11,7707177
183065,12,7707187
183066,13,7707178
183067,14,7707181
183068,16,7707185
183069,18,7707181
183070,1,24428161
183071,2,24428164
183072,6,24428165
183073,11,24428156
183074,12,24428166
183075,13,24428158
183076,14,24428160
183077,16,24428164
183078,18,24428160
183079,1,41149086
183080,2,41149090
183081,6,41149090
183082,11,41149081
183083,12,41149091
183084,13,41149082
183085,14,41149085
183086,16,41149089
183087,18,41149085
183088,1,57870232
183089,2,57870235
183090,6,57870236
183091,11,57870227
183092,12,57870237
183093,13,57870228
183094,14,57870231
183095,16,57870235
183096,18,57870231
183097,1,74591336
183098,2,74591339
183099,6,74591340
183100,11,74591331
183101,12,74591340
183102,13,74591332
183103,14,74591335
183104,16,74591338
183105,18,74591334
183106,1,91312622
183107,2,91312626
183108,6,91312626
183109,11,91312618
183110,12,91312627
183111,13,91312619
183112,14,91312622
183113,16,91312625
183114,18,91312621
183115,1,8033265
183116,2,8033268
183117,6,8033269
183118,11,8033260
183119,12,8033270
183120,13,8033261
183121,14,8033264
183122,16,8033268
183123,18,8033264
183124,1,24753698
183125,2,24753702
183126,6,24753703
183127,11,24753694
183128,12,24753703
183129,13,24753695
183130,14,24753698
183131,16,24753701
183132,18,24753697
183133,1,41474438
183134,2,41474442
183135,6,41474442
183136,11,41474433
183137,12,41474443
183138,13,41474434
183139,14,41474437
183140,16,41474441
183141,18,41474437
183142,1,58195186
183143,2,58195190
183144,6,58195190
183145,11,58195181
183146,12,58195191
183147,13,58195183
183148,14,58195186
183149,16,58195189
183150,18,58195185
183151,1,74915986
183152,2,74915990
183153,6,74915990
183154,11,74915981
183155,12,74915991
183156,13,74915983
183157,14,74915986
183158,16,74915989
183159,18,74915985
183160,1,91636564
183161,2,91636568
183162,6,91636568
183163,11,91636559
183164,12,91636569
183165,13,91636560
183166,14,91636563
183167,16,91636567
183168,18,91636563
183169,1,8356705
183170,2,8356709
183171,6,8356709
183172,11,8356700
183173,12,8356710
183174,13,8356701
183175,14,8356704
183176,16,8356708
183177,18,8356704
183178,1,25077307
183179,2,25077311
183180,6,25077311
183181,11,25077302
183182,12,25077312
183183,13,25077303
183184,14,25077306
183185,16,25077310
183186,18,25077306
183187,1,41797473
183188,2,41797476
183189,6,41797477
183190,11,41797468
183191,12,41797478
183192,13,41797469
183193,14,41797472
183194,16,41797476
183195,18,41797472
183196,1,58518530
183197,2,58518534
183198,6,58518534
183199,11,58518525
183200,12,58518535
183201,13,58518527
183202,14,58518529
183203,16,58518533
183204,18,58518529
183205,1,75239011
183206,2,75239014
183207,6,75239015
183208,11,75239006
183209,12,75239016
183210,13,75239007
183211,14,75239010
183212,16,75239014
183213,18,75239010
183214,1,91959557
183215,2,91959560
183216,6,91959561
183217,11,91959551
183218,12,91959561
183219,13,91959553
183220,14,91959556
183221,16,91959559
183222,18,91959555
183223,1,8680254
183224,2,8680257
183225,6,8680258
183226,11,8680249
183227,12,8680259
183228,13,8680250
183229,14,8680253
183230,16,8680257
183231,18,8680252
183232,1,25400921
183233,2,25400925
183234,6,25400925
183235,11,25400916
183236,12,25400926
183237,13,25400918
183238,14,25400920
183239,16,25400924
183240,18,25400920
183241,1,42122307
183242,2,42122311
183243,6,42122311
183244,11,42122302
183245,12,42122312
183246,13,42122303
183247,14,42122306
183248,16,42122310
183249,18,42122306
183250,1,58843191
183251,2,58843194
183252,6,58843195
183253,11,58843186
183254,12,58843196
183255,13,58843187
183256,14,58843190
183257,16,58843194
183258,18,58843190
183259,1,75564571
183260,2,75564575
183261,6,75564575
183262,11,75564566
183263,12,75564576
183264,13,75564568
183265,14,75564571
183266,16,75564574
183267,18,75564570
183268,1,92285157
183269,2,92285160
183270,6,92285161
183271,11,92285152
183272,12,92285161
183273,13,92285153
183274,14,92285156
183275,16,92285160
183276,18,92285156
183277,1,9005819
183278,2,9005822
183279,6,9005823
183280,11,9005814
183281,12,9005823
183282,13,9005815
183283,14,9005818
183284,16,9005822
183285,18,9005817
183286,1,25726645
183287,2,25726649
183288,6,25726649
183289,11,25726640
183290,12,25726650
183291,13,25726642
183292,14,25726645
183293,16,25726648
183294,18,25726644
183295,1,42447362
183296,2,42447365
183297,6,42447366
183298,11,42447357
183299,12,42447367
183300,13,42447358
183301,14,42447361
183302,16,42447365
183303,18,42447361
183304,1,59167939
183305,2,59167943
183306,6,59167943
183307,11,59167934
183308,12,59167944
183309,13,59167936
183310,14,59167938
183311,16,59167942
183312,18,59167938
183313,1,75889315
183314,2,75889319
183315,6,75889319
183316,11,75889310
183317,12,75889320
183318,13,75889312
183319,14,75889314
183320,16,75889318
183321,18,75889314
183322,1,92610374
183323,2,92610378
183324,6,92610378
183325,11,92610369
183326,12,92610379
183327,13,92610371
183328,14,92610374
183329,16,92610377
183330,18,92610373
183331,1,9331311
183332,2,9331314
183333,6,9331315
183334,11,9331306
183335,12,9331316
183336,13,9331307
183337,14,9331310
183338,16,9331314
183339,18,9331310
183340,1,26051846
183341,2,26051849
183342,6,26051850
183343,11,26051841
183344,12,26051851
183345,13,26051842
183346,14,26051845
183347,16,26051849
183348,18,26051845
183349,1,42772324
183350,2,42772327
183351,6,42772328
183352,11,42772319
183353,12,42772329
183354,13,42772320
183355,14,42772323
183356,16,42772327
183357,18,42772323
183358,1,59493696
183359,2,59493699
183360,6,59493700
183361,11,59493691
183362,12,59493700
183363,13,59493692
183364,14,59493695
183365,16,59493698
183366,18,59493694
183367,1,76214197
183368,2,76214200
183369,6,76214201
183370,11,76214192
183371,12,76214201
183372,13,76214193
183373,14,76214196
183374,16,76214199
183375,18,76214195
183376,1,92935013
183377,2,92935016
183378,6,92935017
183379,11,92935008
183380,12,92935018
183381,13,92935009
183382,14,92935012
183383,16,92935016
183384,18,92935012
183385,1,9655916
183386,2,9655919
183387,6,9655920
183388,11,9655911
183389,12,9655920
183390,13,9655912
183391,14,9655915
183392,16,9655918
183393,18,9655914
183394,1,26377301
183395,2,26377305
183396,6,26377305
183397,11,26377296
183398,12,26377306
183399,13,26377298
183400,14,26377301
183401,16,26377304
183402,18,26377300
183403,1,43098113
183404,2,43098116
183405,6,43098117
183406,11,43098108
183407,12,43098117
183408,13,43098109
183409,14,43098112
183410,16,43098115
183411,18,43098111
183412,1,59819669
183413,2,59819672
183414,6,59819673
183415,11,59819664
183416,12,59819674
183417,13,59819665
183418,14,59819668
183419,16,59819672
183420,18,59819668
183421,1,76540847
183422,2,76540850
183423,6,76540851
183424,11,76540842
183425,12,76540851
183426,13,76540843
183427,14,76540846
183428,16,76540850
183429,18,76540845
183430,1,93261675
183431,2,93261679
183432,6,93261679
183433,11,93261670
183434,12,93261680
183435,13,93261672
183436,14,93261675
183437,16,93261678
183438,18,93261674
183439,1,9982663
183440,2,9982667
183441,6,9982668
183442,11,9982658
183443,12,9982668
183444,13,9982660
183445,14,9982663
183446,16,9982666
183447,18,9982662
183448,1,26702996
183449,2,26702999
183450,6,26703000
183451,11,26702991
183452,12,26703001
183453,13,26702992
183454,14,26702995
183455,16,26702999
183456,18,26702995
183457,1,43423472
183458,2,43423475
183459,6,43423476
183460,11,43423467
183461,12,43423477
183462,13,43423468
183463,14,43423471
183464,16,43423475
183465,18,43423471
183466,1,60144129
183467,2,60144132
183468,6,60144133
183469,11,60144124
183470,12,60144134
183471,13,60144125
183472,14,60144128
183473,16,60144132
183474,18,60144128
183475,1,76864643
183476,2,76864646
183477,6,76864647
183478,11,76864638
183479,12,76864648
183480,13,76864639
183481,14,76864642
183482,16,76864646
183483,18,76864642
183484,1,93585895
183485,2,93585899
183486,6,93585899
183487,11,93585890
183488,12,93585900
183489,13,93585892
183490,14,93585895
183491,16,93585898
183492,18,93585894
183493,1,10307017
183494,2,10307020
183495,6,10307021
183496,11,10307012
183497,12,10307022
183498,13,10307013
183499,14,10307016
183500,16,10307020
183501,18,10307016
183502,1,27028152
183503,2,27028155
183504,6,27028156
183505,11,27028147
183506,12,27028157
183507,13,27028148
183508,14,27028151
183509,16,27028155
183510,18,27028151
183511,1,43749414
183512,2,43749418
183513,6,43749418
183514,11,43749409
183515,12,43749419
183516,13,43749411
183517,14,43749413
183518,16,43749417
183519,18,43749413
183520,1,60470862
183521,2,60470865
183522,6,60470866
183523,11,60470857
183524,12,60470867
183525,13,60470858
183526,14,60470861
183527,16,60470865
183528,18,60470860
183529,1,77192057
183530,2,77192061
183531,6,77192061
183532,11,77192052
183533,12,77192062
183534,13,77192053
183535,14,77192056
183536,16,77192060
183537,18,77192056
183538,1,93912916
183539,2,93912919
183540,6,93912920
183541,11,93912911
183542,12,93912920
183543,13,93912912
183544,14,93912915
183545,16,93912918
183546,18,93912914
183547,1,10633539
183548,2,10633542
183549,6,10633543
183550,11,10633534
183551,12,10633543
183552,13,10633535
183553,14,10633538
183554,16,10633542
183555,18,10633537
183556,1,27354640
183557,2,27354643
183558,6,27354644
183559,11,27354635
183560,12,27354645
183561,13,27354636
183562,14,27354639
183563,16,27354643
183564,18,27354639
183565,1,44075075
183566,2,44075079
183567,6,44075079
183568,11,44075070
183569,12,44075080
183570,13,44075072
183571,14,44075074
183572,16,44075078
183573,18,44075074
183574,1,60796161
183575,2,60796164
183576,6,60796165
183577,11,60796156
183578,12,60796166
183579,13,60796157
183580,14,60796160
183581,16,60796164
183582,18,60796160
183583,1,77517270
183584,2,77517273
183585,6,77517274
183586,11,77517265
183587,12,77517274
183588,13,77517266
183589,14,77517269
183590,16,77517272
183591,18,77517268
183592,1,94238638
183593,2,94238641
183594,6,94238642
183595,11,94238633
183596,12,94238643
183597,13,94238634
183598,14,94238637
183599,16,94238641
